description,industry,level,size,line_code,value
Who reviews and sets price: this business,"Food, beverage, & tobacco",2,total,C0700.01,1098
Who reviews and sets price: this business,"Textile, clothing, footwear, & leather",2,total,C0700.01,258
Who reviews and sets price: this business,Wood & paper product,2,total,C0700.01,507
Who reviews and sets price: this business,"Printing, publishing, & recorded media",2,total,C0700.01,198
Who reviews and sets price: this business,"Petroleum, coal, chemical, & associated product",2,total,C0700.01,408
Who reviews and sets price: this business,Non-metallic mineral product,2,total,C0700.01,195
Who reviews and sets price: this business,Metal product,2,total,C0700.01,933
Who reviews and sets price: this business,Transport and industrial machinery & equipment,2,total,C0700.01,909
Who reviews and sets price: this business,Other machinery & equipment,2,total,C0700.01,210
Who reviews and sets price: this business,Other manufacturing,2,total,C0700.01,372
Who reviews and sets price: this business,"Electricity, gas, water, & waste services",1,total,C0700.01,177
Who reviews and sets price: this business,Construction,1,total,C0700.01,6480
Who reviews and sets price: this business,Wholesale trade,1,total,C0700.01,2697
Who reviews and sets price: this business,Machinery & equipment wholesaling,2,total,C0700.01,759
Who reviews and sets price: this business,Other wholesale trade,2,total,C0700.01,1935
Who reviews and sets price: this business,Retail trade,1,total,C0700.01,3036
Who reviews and sets price: this business,Accommodation & food services,1,total,C0700.01,5970
Who reviews and sets price: this business,"Transport, postal, & warehousing",1,total,C0700.01,1323
Who reviews and sets price: this business,Information media & telecommunications,1,total,C0700.01,360
Who reviews and sets price: this business,Publishing,2,total,C0700.01,144
Who reviews and sets price: this business,Motion picture,2,total,C0700.01,114
Who reviews and sets price: this business,Telecommunications,2,total,C0700.01,102
Who reviews and sets price: this business,Financial & insurance services,1,total,C0700.01,399
Who reviews and sets price: this business,Finance,2,total,C0700.01,156
Who reviews and sets price: this business,Insurance,2,total,C0700.01,30
Who reviews and sets price: this business,Auxiliary,2,total,C0700.01,216
Who reviews and sets price: this business,"Rental, hiring, & real estate services",1,total,C0700.01,864
Who reviews and sets price: this business,"Professional, scientific, & technical services",1,total,C0700.01,4515
Who reviews and sets price: this business,Computer systems design,2,total,C0700.01,777
Who reviews and sets price: this business,Other professional scientific,2,total,C0700.01,3741
Who reviews and sets price: this business,Administrative & support services,1,total,C0700.01,1437
Who reviews and sets price: this business,Education & training,1,total,C0700.01,894
Who reviews and sets price: this business,Health care & social assistance,1,total,C0700.01,1770
Who reviews and sets price: this business,Arts & recreation services,1,total,C0700.01,480
Who reviews and sets price: this business,Other services,1,total,C0700.01,1086
Who reviews and sets price: this business,total,0,total,C0700.01,38493
Who reviews and sets price: parent business,total,0,6�19 employees,C0700.02,2433
Who reviews and sets price: parent business,total,0,20�49 employees,C0700.02,738
Who reviews and sets price: parent business,total,0,50�99 employees,C0700.02,297
Who reviews and sets price: parent business,total,0,100+ employees,C0700.02,282
Who reviews and sets price: parent business,"Agriculture, forestry, & fishing",1,total,C0700.02,297
Who reviews and sets price: parent business,Agriculture,2,total,C0700.02,222
Who reviews and sets price: parent business,Commercial fishing,2,total,C0700.02,9
Who reviews and sets price: parent business,Forestry & logging,2,total,C0700.02,30
Who reviews and sets price: parent business,"Agriculture, forestry, & fishing support services",2,total,C0700.02,39
Who reviews and sets price: parent business,Mining,1,total,C0700.02,12
Who reviews and sets price: parent business,Manufacturing,1,total,C0700.02,198
Who reviews and sets price: parent business,"Food, beverage, & tobacco",2,total,C0700.02,66
Who reviews and sets price: parent business,"Textile, clothing, footwear, & leather",2,total,C0700.02,6
Who reviews and sets price: parent business,Wood & paper product,2,total,C0700.02,9
Who reviews and sets price: parent business,"Printing, publishing, & recorded media",2,total,C0700.02,12
Who reviews and sets price: parent business,"Petroleum, coal, chemical, & associated product",2,total,C0700.02,30
Who reviews and sets price: parent business,Non-metallic mineral product,2,total,C0700.02,12
Who reviews and sets price: parent business,Metal product,2,total,C0700.02,12
Who reviews and sets price: parent business,Transport and industrial machinery & equipment,2,total,C0700.02,21
Who reviews and sets price: parent business,Other machinery & equipment,2,total,C0700.02,24
Who reviews and sets price: parent business,Other manufacturing,2,total,C0700.02,9
Who reviews and sets price: parent business,"Electricity, gas, water, & waste services",1,total,C0700.02,6
Who reviews and sets price: parent business,Construction,1,total,C0700.02,300
Who reviews and sets price: parent business,Wholesale trade,1,total,C0700.02,282
Who reviews and sets price: parent business,Machinery & equipment wholesaling,2,total,C0700.02,102
Who reviews and sets price: parent business,Other wholesale trade,2,total,C0700.02,177
Who reviews and sets price: parent business,Retail trade,1,total,C0700.02,993
Who reviews and sets price: parent business,Accommodation & food services,1,total,C0700.02,486
Who reviews and sets price: parent business,"Transport, postal, & warehousing",1,total,C0700.02,132
Who reviews and sets price: parent business,Information media & telecommunications,1,total,C0700.02,48
Who reviews and sets price: parent business,Publishing,2,total,C0700.02,21
Who reviews and sets price: parent business,Motion picture,2,total,C0700.02,15
Who reviews and sets price: parent business,Telecommunications,2,total,C0700.02,12
Who reviews and sets price: parent business,Financial & insurance services,1,total,C0700.02,66
Who reviews and sets price: parent business,Finance,2,total,C0700.02,18
Who reviews and sets price: parent business,Insurance,2,total,C0700.02,6
Who reviews and sets price: parent business,Auxiliary,2,total,C0700.02,45
Who reviews and sets price: parent business,"Rental, hiring, & real estate services",1,total,C0700.02,90
Who reviews and sets price: parent business,"Professional, scientific, & technical services",1,total,C0700.02,342
Who reviews and sets price: parent business,Computer systems design,2,total,C0700.02,114
Who reviews and sets price: parent business,Other professional scientific,2,total,C0700.02,231
Who reviews and sets price: parent business,Administrative & support services,1,total,C0700.02,165
Who reviews and sets price: parent business,Education & training,1,total,C0700.02,114
Who reviews and sets price: parent business,Health care & social assistance,1,total,C0700.02,111
Who reviews and sets price: parent business,Arts & recreation services,1,total,C0700.02,45
Who reviews and sets price: parent business,Other services,1,total,C0700.02,57
Who reviews and sets price: parent business,total,0,total,C0700.02,3750
Who reviews and sets the price: other,total,0,6�19 employees,C0700.03,4287
Who reviews and sets the price: other,total,0,20�49 employees,C0700.03,1014
Who reviews and sets the price: other,total,0,50�99 employees,C0700.03,324
Who reviews and sets the price: other,total,0,100+ employees,C0700.03,237
Who reviews and sets the price: other,"Agriculture, forestry, & fishing",1,total,C0700.03,1641
Who reviews and sets the price: other,Agriculture,2,total,C0700.03,1401
Who reviews and sets the price: other,Commercial fishing,2,total,C0700.03,9
Who reviews and sets the price: other,Forestry & logging,2,total,C0700.03,99
Who reviews and sets the price: other,"Agriculture, forestry, & fishing support services",2,total,C0700.03,132
Who reviews and sets the price: other,Mining,1,total,C0700.03,12
Who reviews and sets the price: other,Manufacturing,1,total,C0700.03,198
Who reviews and sets the price: other,"Food, beverage, & tobacco",2,total,C0700.03,78
Who reviews and sets the price: other,"Textile, clothing, footwear, & leather",2,total,C0700.03,3
Who reviews and sets the price: other,Wood & paper product,2,total,C0700.03,18
Who reviews and sets the price: other,"Printing, publishing, & recorded media",2,total,C0700.03,3
Who reviews and sets the price: other,"Petroleum, coal, chemical, & associated product",2,total,C0700.03,12
Who reviews and sets the price: other,Non-metallic mineral product,2,total,C0700.03,3
Who reviews and sets the price: other,Metal product,2,total,C0700.03,57
Who reviews and sets the price: other,Transport and industrial machinery & equipment,2,total,C0700.03,9
Who reviews and sets the price: other,Other machinery & equipment,2,total,C0700.03,9
Who reviews and sets the price: other,Other manufacturing,2,total,C0700.03,9
Who reviews and sets the price: other,"Electricity, gas, water, & waste services",1,total,C0700.03,24
Who reviews and sets the price: other,Construction,1,total,C0700.03,405
Who reviews and sets the price: other,Wholesale trade,1,total,C0700.03,225
Who reviews and sets the price: other,Machinery & equipment wholesaling,2,total,C0700.03,93
Who reviews and sets the price: other,Other wholesale trade,2,total,C0700.03,129
Who reviews and sets the price: other,Retail trade,1,total,C0700.03,969
Who reviews and sets the price: other,Accommodation & food services,1,total,C0700.03,282
Who reviews and sets the price: other,"Transport, postal, & warehousing",1,total,C0700.03,189
Who reviews and sets the price: other,Information media & telecommunications,1,total,C0700.03,18
Who reviews and sets the price: other,Publishing,2,total,C0700.03,3
Who reviews and sets the price: other,Motion picture,2,total,C0700.03,6
Who reviews and sets the price: other,Telecommunications,2,total,C0700.03,6
Who reviews and sets the price: other,Financial & insurance services,1,total,C0700.03,180
Who reviews and sets the price: other,Finance,2,total,C0700.03,15
Who reviews and sets the price: other,Insurance,2,total,C0700.03,3
Who reviews and sets the price: other,Auxiliary,2,total,C0700.03,162
Who reviews and sets the price: other,"Rental, hiring, & real estate services",1,total,C0700.03,57
Who reviews and sets the price: other,"Professional, scientific, & technical services",1,total,C0700.03,156
Who reviews and sets the price: other,Computer systems design,2,total,C0700.03,60
Who reviews and sets the price: other,Other professional scientific,2,total,C0700.03,99
Who reviews and sets the price: other,Administrative & support services,1,total,C0700.03,147
Who reviews and sets the price: other,Education & training,1,total,C0700.03,132
Who reviews and sets the price: other,Health care & social assistance,1,total,C0700.03,951
Who reviews and sets the price: other,Arts & recreation services,1,total,C0700.03,12
Who reviews and sets the price: other,Other services,1,total,C0700.03,249
Who reviews and sets the price: other,total,0,total,C0700.03,5862
"When does business typically review price: regular intervals, regardless of specific events",total,0,6�19 employees,C0800.01,7365
"When does business typically review price: regular intervals, regardless of specific events",total,0,20�49 employees,C0800.01,1869
"When does business typically review price: regular intervals, regardless of specific events",total,0,50�99 employees,C0800.01,528
"When does business typically review price: regular intervals, regardless of specific events",total,0,100+ employees,C0800.01,474
"When does business typically review price: regular intervals, regardless of specific events","Agriculture, forestry, & fishing",1,total,C0800.01,408
"When does business typically review price: regular intervals, regardless of specific events",Agriculture,2,total,C0800.01,168
"When does business typically review price: regular intervals, regardless of specific events",Commercial fishing,2,total,C0800.01,6
"When does business typically review price: regular intervals, regardless of specific events",Forestry & logging,2,total,C0800.01,51
"When does business typically review price: regular intervals, regardless of specific events","Agriculture, forestry, & fishing support services",2,total,C0800.01,186
"When does business typically review price: regular intervals, regardless of specific events",Mining,1,total,C0800.01,24
"When does business typically review price: regular intervals, regardless of specific events",Manufacturing,1,total,C0800.01,981
"When does business typically review price: regular intervals, regardless of specific events","Food, beverage, & tobacco",2,total,C0800.01,195
"When does business typically review price: regular intervals, regardless of specific events","Textile, clothing, footwear, & leather",2,total,C0800.01,63
"When does business typically review price: regular intervals, regardless of specific events",Wood & paper product,2,total,C0800.01,123
"When does business typically review price: regular intervals, regardless of specific events","Printing, publishing, & recorded media",2,total,C0800.01,42
"When does business typically review price: regular intervals, regardless of specific events","Petroleum, coal, chemical, & associated product",2,total,C0800.01,69
"When does business typically review price: regular intervals, regardless of specific events",Non-metallic mineral product,2,total,C0800.01,39
"When does business typically review price: regular intervals, regardless of specific events",Metal product,2,total,C0800.01,132
"When does business typically review price: regular intervals, regardless of specific events",Transport and industrial machinery & equipment,2,total,C0800.01,210
"When does business typically review price: regular intervals, regardless of specific events",Other machinery & equipment,2,total,C0800.01,30
"When does business typically review price: regular intervals, regardless of specific events",Other manufacturing,2,total,C0800.01,75
"When does business typically review price: regular intervals, regardless of specific events","Electricity, gas, water, & waste services",1,total,C0800.01,48
"When does business typically review price: regular intervals, regardless of specific events",Construction,1,total,C0800.01,1692
"When does business typically review price: regular intervals, regardless of specific events",Wholesale trade,1,total,C0800.01,522
"When does business typically review price: regular intervals, regardless of specific events",Machinery & equipment wholesaling,2,total,C0800.01,111
"When does business typically review price: regular intervals, regardless of specific events",Other wholesale trade,2,total,C0800.01,408
"When does business typically review price: regular intervals, regardless of specific events",Retail trade,1,total,C0800.01,714
"When does business typically review price: regular intervals, regardless of specific events",Accommodation & food services,1,total,C0800.01,1578
"When does business typically review price: regular intervals, regardless of specific events","Transport, postal, & warehousing",1,total,C0800.01,378
"When does business typically review price: regular intervals, regardless of specific events",Information media & telecommunications,1,total,C0800.01,117
"When does business typically review price: regular intervals, regardless of specific events",Publishing,2,total,C0800.01,51
"When does business typically review price: regular intervals, regardless of specific events",Motion picture,2,total,C0800.01,30
"When does business typically review price: regular intervals, regardless of specific events",Telecommunications,2,total,C0800.01,33
"When does business typically review price: regular intervals, regardless of specific events",Financial & insurance services,1,total,C0800.01,138
"When does business typically review price: regular intervals, regardless of specific events",Finance,2,total,C0800.01,51
"When does business typically review price: regular intervals, regardless of specific events",Insurance,2,total,C0800.01,3
"When does business typically review price: regular intervals, regardless of specific events",Auxiliary,2,total,C0800.01,87
"When does business typically review price: regular intervals, regardless of specific events","Rental, hiring, & real estate services",1,total,C0800.01,306
"When does business typically review price: regular intervals, regardless of specific events","Professional, scientific, & technical services",1,total,C0800.01,1467
"When does business typically review price: regular intervals, regardless of specific events",Computer systems design,2,total,C0800.01,207
"When does business typically review price: regular intervals, regardless of specific events",Other professional scientific,2,total,C0800.01,1266
"When does business typically review price: regular intervals, regardless of specific events",Administrative & support services,1,total,C0800.01,423
"When does business typically review price: regular intervals, regardless of specific events",Education & training,1,total,C0800.01,294
"When does business typically review price: regular intervals, regardless of specific events",Health care & social assistance,1,total,C0800.01,699
"When does business typically review price: regular intervals, regardless of specific events",Arts & recreation services,1,total,C0800.01,201
"When does business typically review price: regular intervals, regardless of specific events",Other services,1,total,C0800.01,234
"When does business typically review price: regular intervals, regardless of specific events",total,0,total,C0800.01,10236
When does business typically review price: in response to specific events only,total,0,6�19 employees,C0800.02,3882
When does business typically review price: in response to specific events only,total,0,20�49 employees,C0800.02,717
When does business typically review price: in response to specific events only,total,0,50�99 employees,C0800.02,186
When does business typically review price: in response to specific events only,total,0,100+ employees,C0800.02,102
When does business typically review price: in response to specific events only,"Agriculture, forestry, & fishing",1,total,C0800.02,276
When does business typically review price: in response to specific events only,Agriculture,2,total,C0800.02,159
When does business typically review price: in response to specific events only,Commercial fishing,2,total,C0800.02,6
When does business typically review price: in response to specific events only,Forestry & logging,2,total,C0800.02,18
When does business typically review price: in response to specific events only,"Agriculture, forestry, & fishing support services",2,total,C0800.02,93
When does business typically review price: in response to specific events only,Mining,1,total,C0800.02,9
When does business typically review price: in response to specific events only,Manufacturing,1,total,C0800.02,684
When does business typically review price: in response to specific events only,"Food, beverage, & tobacco",2,total,C0800.02,141
When does business typically review price: in response to specific events only,"Textile, clothing, footwear, & leather",2,total,C0800.02,15
When does business typically review price: in response to specific events only,Wood & paper product,2,total,C0800.02,51
When does business typically review price: in response to specific events only,"Printing, publishing, & recorded media",2,total,C0800.02,39
When does business typically review price: in response to specific events only,"Petroleum, coal, chemical, & associated product",2,total,C0800.02,48
When does business typically review price: in response to specific events only,Non-metallic mineral product,2,total,C0800.02,33
When does business typically review price: in response to specific events only,Metal product,2,total,C0800.02,144
When does business typically review price: in response to specific events only,Transport and industrial machinery & equipment,2,total,C0800.02,93
When does business typically review price: in response to specific events only,Other machinery & equipment,2,total,C0800.02,51
When does business typically review price: in response to specific events only,Other manufacturing,2,total,C0800.02,66
When does business typically review price: in response to specific events only,"Electricity, gas, water, & waste services",1,total,C0800.02,24
When does business typically review price: in response to specific events only,Construction,1,total,C0800.02,864
When does business typically review price: in response to specific events only,Wholesale trade,1,total,C0800.02,444
When does business typically review price: in response to specific events only,Machinery & equipment wholesaling,2,total,C0800.02,105
When does business typically review price: in response to specific events only,Other wholesale trade,2,total,C0800.02,336
When does business typically review price: in response to specific events only,Retail trade,1,total,C0800.02,489
When does business typically review price: in response to specific events only,Accommodation & food services,1,total,C0800.02,603
When does business typically review price: in response to specific events only,"Transport, postal, & warehousing",1,total,C0800.02,156
When does business typically review price: in response to specific events only,Information media & telecommunications,1,total,C0800.02,75
When does business typically review price: in response to specific events only,Publishing,2,total,C0800.02,36
When does business typically review price: in response to specific events only,Motion picture,2,total,C0800.02,21
When does business typically review price: in response to specific events only,Telecommunications,2,total,C0800.02,15
When does business typically review price: in response to specific events only,Financial & insurance services,1,total,C0800.02,60
When does business typically review price: in response to specific events only,Finance,2,total,C0800.02,24
When does business typically review price: in response to specific events only,Insurance,2,total,C0800.02,3
When does business typically review price: in response to specific events only,Auxiliary,2,total,C0800.02,36
When does business typically review price: in response to specific events only,"Rental, hiring, & real estate services",1,total,C0800.02,120
When does business typically review price: in response to specific events only,"Professional, scientific, & technical services",1,total,C0800.02,426
When does business typically review price: in response to specific events only,Computer systems design,2,total,C0800.02,138
When does business typically review price: in response to specific events only,Other professional scientific,2,total,C0800.02,291
When does business typically review price: in response to specific events only,Administrative & support services,1,total,C0800.02,225
When does business typically review price: in response to specific events only,Education & training,1,total,C0800.02,96
When does business typically review price: in response to specific events only,Health care & social assistance,1,total,C0800.02,135
When does business typically review price: in response to specific events only,Arts & recreation services,1,total,C0800.02,54
When does business typically review price: in response to specific events only,Other services,1,total,C0800.02,138
When does business typically review price: in response to specific events only,total,0,total,C0800.02,4890
When does business typically review price: regular intervals and in response to specific events,total,0,6�19 employees,C0800.03,17250
When does business typically review price: regular intervals and in response to specific events,total,0,20�49 employees,C0800.03,3906
When does business typically review price: regular intervals and in response to specific events,total,0,50�99 employees,C0800.03,1101
When does business typically review price: regular intervals and in response to specific events,total,0,100+ employees,C0800.03,816
When does business typically review price: regular intervals and in response to specific events,"Agriculture, forestry, & fishing",1,total,C0800.03,1083
When does business typically review price: regular intervals and in response to specific events,Agriculture,2,total,C0800.03,492
When does business typically review price: regular intervals and in response to specific events,Commercial fishing,2,total,C0800.03,18
When does business typically review price: regular intervals and in response to specific events,Forestry & logging,2,total,C0800.03,69
When does business typically review price: regular intervals and in response to specific events,"Agriculture, forestry, & fishing support services",2,total,C0800.03,507
When does business typically review price: regular intervals and in response to specific events,Mining,1,total,C0800.03,57
When does business typically review price: regular intervals and in response to specific events,Manufacturing,1,total,C0800.03,3411
When does business typically review price: regular intervals and in response to specific events,"Food, beverage, & tobacco",2,total,C0800.03,759
When does business typically review price: regular intervals and in response to specific events,"Textile, clothing, footwear, & leather",2,total,C0800.03,177
When does business typically review price: regular intervals and in response to specific events,Wood & paper product,2,total,C0800.03,336
When does business typically review price: regular intervals and in response to specific events,"Printing, publishing, & recorded media",2,total,C0800.03,114
When does business typically review price: regular intervals and in response to specific events,"Petroleum, coal, chemical, & associated product",2,total,C0800.03,288
When does business typically review price: regular intervals and in response to specific events,Non-metallic mineral product,2,total,C0800.03,123
When does business typically review price: regular intervals and in response to specific events,Metal product,2,total,C0800.03,654
When does business typically review price: regular intervals and in response to specific events,Transport and industrial machinery & equipment,2,total,C0800.03,603
When does business typically review price: regular intervals and in response to specific events,Other machinery & equipment,2,total,C0800.03,129
When does business typically review price: regular intervals and in response to specific events,Other manufacturing,2,total,C0800.03,228
When does business typically review price: regular intervals and in response to specific events,"Electricity, gas, water, & waste services",1,total,C0800.03,102
When does business typically review price: regular intervals and in response to specific events,Construction,1,total,C0800.03,3843
When does business typically review price: regular intervals and in response to specific events,Wholesale trade,1,total,C0800.03,1722
When does business typically review price: regular intervals and in response to specific events,Machinery & equipment wholesaling,2,total,C0800.03,534
When does business typically review price: regular intervals and in response to specific events,Other wholesale trade,2,total,C0800.03,1188
When does business typically review price: regular intervals and in response to specific events,Retail trade,1,total,C0800.03,1830
When does business typically review price: regular intervals and in response to specific events,Accommodation & food services,1,total,C0800.03,3783
When does business typically review price: regular intervals and in response to specific events,"Transport, postal, & warehousing",1,total,C0800.03,732
When does business typically review price: regular intervals and in response to specific events,Information media & telecommunications,1,total,C0800.03,168
When does business typically review price: regular intervals and in response to specific events,Publishing,2,total,C0800.03,54
When does business typically review price: regular intervals and in response to specific events,Motion picture,2,total,C0800.03,63
When does business typically review price: regular intervals and in response to specific events,Telecommunications,2,total,C0800.03,48
When does business typically review price: regular intervals and in response to specific events,Financial & insurance services,1,total,C0800.03,198
When does business typically review price: regular intervals and in response to specific events,Finance,2,total,C0800.03,81
When does business typically review price: regular intervals and in response to specific events,Insurance,2,total,C0800.03,24
When does business typically review price: regular intervals and in response to specific events,Auxiliary,2,total,C0800.03,96
When does business typically review price: regular intervals and in response to specific events,"Rental, hiring, & real estate services",1,total,C0800.03,438
When does business typically review price: regular intervals and in response to specific events,"Professional, scientific, & technical services",1,total,C0800.03,2604
When does business typically review price: regular intervals and in response to specific events,Computer systems design,2,total,C0800.03,423
When does business typically review price: regular intervals and in response to specific events,Other professional scientific,2,total,C0800.03,2181
When does business typically review price: regular intervals and in response to specific events,Administrative & support services,1,total,C0800.03,774
When does business typically review price: regular intervals and in response to specific events,Education & training,1,total,C0800.03,495
When does business typically review price: regular intervals and in response to specific events,Health care & social assistance,1,total,C0800.03,900
When does business typically review price: regular intervals and in response to specific events,Arts & recreation services,1,total,C0800.03,216
When does business typically review price: regular intervals and in response to specific events,Other services,1,total,C0800.03,714
When does business typically review price: regular intervals and in response to specific events,total,0,total,C0800.03,23076
Frequency of price review: daily,total,0,6�19 employees,C0900.01,1104
Frequency of price review: daily,total,0,20�49 employees,C0900.01,366
Frequency of price review: daily,total,0,50�99 employees,C0900.01,108
Frequency of price review: daily,total,0,100+ employees,C0900.01,120
Frequency of price review: daily,"Agriculture, forestry, & fishing",1,total,C0900.01,84
Frequency of price review: daily,Agriculture,2,total,C0900.01,42
Frequency of price review: daily,Commercial fishing,2,total,C0900.01,0
Frequency of price review: daily,Forestry & logging,2,total,C0900.01,6
Frequency of price review: daily,"Agriculture, forestry, & fishing support services",2,total,C0900.01,36
Frequency of price review: daily,Mining,1,total,C0900.01,6
Frequency of price review: daily,Manufacturing,1,total,C0900.01,237
Frequency of price review: daily,"Food, beverage, & tobacco",2,total,C0900.01,30
Frequency of price review: daily,"Textile, clothing, footwear, & leather",2,total,C0900.01,9
